Car_Number,Arrive,Depart,Wait,Direction
3829,36852,36860,8,W
3832,36868,36868,0,E
3833,36868,36868,0,W
3834,36884,36884,0,W
3836,36887,36888,1,E
3838,36900,36900,0,W
3839,36906,36906,0,E
3831,36863,36916,53,N
3835,36885,36916,31,S
3837,36892,36918,26,N
3841,36917,36918,1,S
3842,36921,36922,1,N
3848,36950,36950,0,N
3847,36949,36950,1,S
3843,36925,36960,35,E
3840,36916,36960,44,W
3845,36944,36962,18,E
3844,36932,36962,30,W
3849,36963,36964,1,E
3846,36948,36964,16,W
3850,36964,36966,2,W
3852,36980,36980,0,W
3854,36982,36982,0,E
3855,36996,36996,0,W
3856,37001,37002,1,E
3858,37012,37012,0,W
3851,36979,37020,41,N
3853,36981,37020,39,S
3857,37008,37022,14,N
3859,37013,37022,9,S
3862,37037,37038,1,N
3865,37045,37046,1,S
3860,37020,37066,46,E
3861,37028,37066,38,W
3863,37039,37068,29,E
3864,37044,37068,24,W
3866,37058,37070,12,E
3867,37060,37070,10,W
3869,37076,37076,0,W
3871,37077,37078,1,E
3872,37092,37092,0,W
3874,37096,37096,0,E
3875,37108,37108,0,W
3877,37115,37116,1,E
3879,37124,37124,0,W
3868,37066,37126,60,N
3870,37077,37126,49,S
3873,37095,37128,33,N
3876,37109,37128,19,S
3878,37124,37130,6,N
3882,37141,37142,1,S
3883,37153,37154,1,N
3880,37134,37170,36,E
3881,37140,37170,30,W
3884,37153,37172,19,E
3885,37156,37172,16,W
3886,37172,37174,2,E
3887,37172,37174,2,W
3890,37188,37188,0,W
3891,37191,37192,1,E
3892,37204,37204,0,W
3894,37210,37210,0,E
3896,37220,37220,0,W
3889,37182,37230,48,N
3888,37173,37230,57,S
3895,37211,37232,21,N
3893,37205,37232,27,S
3899,37237,37238,1,S
3900,37240,37240,0,N
3906,37269,37270,1,N
3905,37269,37270,1,S
3897,37229,37276,47,E
3898,37236,37276,40,W
3901,37248,37278,30,E
3902,37252,37278,26,W
3903,37267,37280,13,E
3904,37268,37280,12,W
3907,37284,37284,0,W
3908,37286,37286,0,E
3910,37300,37300,0,W
3912,37305,37306,1,E
3913,37316,37316,0,W
3914,37324,37324,0,E
3916,37332,37332,0,W
3909,37298,37336,38,N
3911,37301,37336,35,S
3915,37327,37338,11,N
3917,37333,37338,5,S
3920,37356,37356,0,N
3923,37365,37366,1,S
3918,37343,37380,37,E
3919,37348,37380,32,W
3921,37362,37382,20,E
3922,37364,37382,18,W
3925,37381,37384,3,E
3924,37380,37384,4,W
3927,37396,37396,0,W
3929,37400,37400,0,E
3930,37412,37412,0,W
3932,37419,37420,1,E
3933,37428,37428,0,W
3935,37438,37438,0,E
3926,37385,37440,55,N
3928,37397,37440,43,S
3931,37414,37442,28,N
3934,37429,37442,13,S
3936,37443,37444,1,N
3940,37461,37462,1,S
3941,37472,37472,0,N
3938,37457,37486,29,E
3937,37444,37486,42,W
3942,37476,37488,12,E
3939,37460,37488,28,W
3943,37476,37490,14,W
3944,37492,37492,0,W
3946,37495,37496,1,E
3948,37508,37508,0,W
3949,37514,37514,0,E
3950,37524,37524,0,W
3953,37533,37534,1,E
3954,37540,37540,0,W
3947,37501,37546,45,N
3945,37493,37546,53,S
3952,37530,37548,18,N
3951,37525,37548,23,S
3957,37557,37558,1,S
3958,37559,37560,1,N
3961,37588,37588,0,N
3955,37552,37590,38,E
3956,37556,37590,34,W
3959,37571,37592,21,E
3960,37572,37592,20,W
3964,37590,37594,4,E
3962,37588,37594,6,W
3965,37604,37604,0,W
3966,37609,37610,1,E
3968,37620,37620,0,W
3970,37628,37628,0,E
3971,37636,37636,0,W
3973,37647,37648,1,E
3967,37617,37650,33,N
3963,37589,37650,61,S
3972,37646,37652,6,N
3969,37621,37652,31,S
3975,37653,37654,1,S
3978,37675,37676,1,N
3980,37685,37686,1,S
3976,37666,37696,30,E
3974,37652,37696,44,W
3981,37685,37698,13,E
3977,37668,37698,30,W
3979,37684,37700,16,W
3982,37700,37702,2,W
3984,37704,37704,0,E
3985,37716,37716,0,W
3987,37723,37724,1,E
3988,37732,37732,0,W
3990,37742,37742,0,E
3991,37748,37748,0,W
3983,37704,37756,52,N
3986,37717,37756,39,S
3989,37733,37758,25,N
3992,37749,37758,9,S
3994,37762,37762,0,N
3998,37781,37782,1,S
3999,37791,37792,1,N
3993,37761,37800,39,E
3995,37764,37800,36,W
3996,37780,37802,22,E
3997,37780,37802,22,W
4001,37799,37804,5,E
4000,37796,37804,8,W
4002,37812,37812,0,W
4004,37818,37818,0,E
4006,37828,37828,0,W
4007,37837,37838,1,E
4008,37844,37844,0,W
4011,37856,37856,0,E
4005,37820,37860,40,N
4003,37813,37860,47,S
4010,37849,37862,13,N
4009,37845,37862,17,S
4016,37878,37878,0,N
4015,37877,37878,1,S
4013,37875,37906,31,E
4012,37860,37906,46,W
4018,37894,37908,14,E
4014,37876,37908,32,W
4017,37892,37910,18,W
4020,37908,37912,4,W
4022,37913,37914,1,E
4023,37924,37924,0,W
4024,37932,37932,0,E
4026,37940,37940,0,W
4028,37951,37952,1,E
4029,37956,37956,0,W
4019,37907,37966,59,N
4021,37909,37966,57,S
4025,37936,37968,32,N
4027,37941,37968,27,S
4030,37965,37970,5,N
4033,37973,37974,1,S
4036,37994,37994,0,N
4038,38005,38006,1,S
4031,37970,38010,40,E
4032,37972,38010,38,W
4035,37989,38012,23,E
4034,37988,38012,24,W
4039,38008,38014,6,E
4037,38004,38014,10,W
4040,38020,38020,0,W
4042,38027,38028,1,E
4043,38036,38036,0,W
4045,38046,38046,0,E
4047,38052,38052,0,W
4048,38065,38066,1,E
4049,38068,38068,0,W
4041,38023,38070,47,N
4044,38037,38070,33,S
4046,38052,38072,20,N
4050,38069,38072,3,S
4051,38081,38082,1,N
4055,38101,38102,1,S
4057,38110,38110,0,N
4052,38084,38116,32,E
4053,38084,38116,32,W
4056,38103,38118,15,E
4054,38100,38118,18,W
4058,38116,38120,4,W
4059,38122,38122,0,E
4060,38132,38132,0,W
4063,38141,38142,1,E
4064,38148,38148,0,W
4065,38160,38160,0,E
4066,38164,38164,0,W
4062,38139,38176,37,N
4061,38133,38176,43,S
4068,38168,38178,10,N
4067,38165,38178,13,S
4073,38197,38198,1,N
4072,38197,38198,1,S
4069,38179,38220,41,E
4070,38180,38220,40,W
4074,38198,38222,24,E
4071,38196,38222,26,W
4076,38217,38224,7,E
4075,38212,38224,12,W
4078,38228,38228,0,W
4080,38236,38236,0,E
4081,38244,38244,0,W
4083,38255,38256,1,E
4084,38260,38260,0,W
4086,38274,38274,0,E
4087,38276,38276,0,W
4077,38226,38280,54,N
4079,38229,38280,51,S
4082,38255,38282,27,N
4085,38261,38282,21,S
4088,38284,38284,0,N
4090,38293,38294,1,S
4094,38313,38314,1,N
4091,38293,38326,33,E
4089,38292,38326,34,W
4093,38312,38328,16,E
4092,38308,38328,20,W
4095,38324,38330,6,W
4097,38331,38332,1,E
4098,38340,38340,0,W
4100,38350,38350,0,E
4101,38356,38356,0,W
4103,38369,38370,1,E
4105,38372,38372,0,W
4099,38342,38386,44,N
4096,38325,38386,61,S
4104,38371,38388,17,N
4102,38357,38388,31,S
4108,38389,38390,1,S
4109,38400,38400,0,N
4113,38421,38422,1,S
4106,38388,38430,42,E
4107,38388,38430,42,W
4111,38407,38432,25,E
4110,38404,38432,28,W
4114,38426,38434,8,E
4112,38420,38434,14,W
4116,38436,38436,0,W
4117,38445,38446,1,E
4118,38452,38452,0,W
4121,38464,38464,0,E
4122,38468,38468,0,W
4123,38483,38484,1,E
4124,38484,38484,0,W
4115,38429,38490,61,N
4119,38453,38490,37,S
4120,38458,38492,34,N
4125,38485,38492,7,S
4126,38487,38494,7,N
4129,38516,38516,0,N
4131,38517,38518,1,S
4128,38502,38536,34,E
4127,38500,38536,36,W
4132,38521,38538,17,E
4130,38516,38538,22,W
4134,38540,38540,0,E
4133,38532,38540,8,W
4136,38548,38548,0,W
4138,38559,38560,1,E
4139,38564,38564,0,W
4141,38578,38578,0,E
4142,38580,38580,0,W
4135,38545,38596,51,N
4137,38549,38596,47,S
4140,38574,38598,24,N
4143,38581,38598,17,S
4146,38603,38604,1,N
4148,38613,38614,1,S
4151,38632,38632,0,N
4145,38597,38640,43,E
4144,38596,38640,44,W
4149,38616,38642,26,E
4147,38612,38642,30,W
4152,38635,38644,9,E
4150,38628,38644,16,W
4153,38644,38646,2,W
4155,38654,38654,0,E
4156,38660,38660,0,W
4158,38673,38674,1,E
4159,38676,38676,0,W
4162,38692,38692,0,E
4163,38692,38692,0,W
4157,38661,38700,39,N
4154,38645,38700,55,S
4161,38690,38702,12,N
4160,38677,38702,25,S
4165,38709,38710,1,S
4167,38719,38720,1,N
4171,38741,38742,1,S
4166,38711,38746,35,E
4164,38708,38746,38,W
4169,38730,38748,18,E
4168,38724,38748,24,W
4173,38749,38750,1,E
4170,38740,38750,10,W
4174,38756,38756,0,W
4175,38768,38768,0,E
4176,38772,38772,0,W
4179,38787,38788,1,E
4180,38788,38788,0,W
4181,38804,38804,0,W
4172,38748,38806,58,N
4177,38773,38806,33,S
4178,38777,38808,31,N
4182,38805,38808,3,S
4183,38806,38810,4,N
4187,38835,38836,1,N
4189,38837,38838,1,S
4184,38806,38850,44,E
4185,38820,38850,30,W
4186,38825,38852,27,E
4188,38836,38852,16,W
4190,38844,38854,10,E
4191,38852,38854,2,W
4192,38863,38864,1,E
4194,38868,38868,0,W
4196,38882,38882,0,E
4197,38884,38884,0,W
4199,38900,38900,0,W
4201,38901,38902,1,E
4193,38864,38910,46,N
4195,38869,38910,41,S
4198,38893,38912,19,N
4200,38901,38912,11,S
4204,38922,38922,0,N
4206,38933,38934,1,S
4209,38951,38952,1,N
4203,38920,38956,36,E
4202,38916,38956,40,W
4207,38939,38958,19,E
4205,38932,38958,26,W
4210,38958,38960,2,E
4208,38948,38960,12,W
4211,38964,38964,0,W
4213,38977,38978,1,E
4215,38980,38980,0,W
4216,38996,38996,0,E
4217,38996,38996,0,W
4220,39012,39012,0,W
4214,38980,39016,36,N
4212,38965,39016,51,S
4219,39009,39018,9,N
4218,38997,39018,21,S
4223,39029,39030,1,S
4225,39038,39038,0,N
4221,39015,39060,45,E
4222,39028,39060,32,W
4224,39034,39062,28,E
4226,39044,39062,18,W
4227,39053,39064,11,E
4228,39060,39064,4,W
4231,39072,39072,0,E
4232,39076,39076,0,W
4233,39091,39092,1,E
4234,39092,39092,0,W
4237,39108,39108,0,W
4238,39110,39110,0,E
4230,39067,39120,53,N
4229,39061,39120,59,S
4236,39096,39122,26,N
4235,39093,39122,29,S
4241,39125,39126,1,N
4240,39125,39126,1,S
4245,39154,39154,0,N
4247,39157,39158,1,S
4242,39129,39166,37,E
4239,39124,39166,42,W
4244,39148,39168,20,E
4243,39140,39168,28,W
4248,39167,39170,3,E
4246,39156,39170,14,W
4249,39172,39172,0,W
4251,39186,39186,0,E
4252,39188,39188,0,W
4254,39204,39204,0,W
4255,39205,39206,1,E
4257,39220,39220,0,W
4259,39224,39224,0,E
4250,39183,39226,43,N
4253,39189,39226,37,S
4256,39212,39228,16,N
4258,39221,39228,7,S
4261,39241,39242,1,N
4264,39253,39254,1,S
4262,39243,39270,27,E
4260,39236,39270,34,W
4265,39262,39272,10,E
4263,39252,39272,20,W
4266,39268,39274,6,W
4268,39281,39282,1,E
4269,39284,39284,0,W
4272,39300,39300,0,E
4273,39300,39300,0,W
4274,39316,39316,0,W
4276,39319,39320,1,E
4267,39270,39330,60,N
4270,39285,39330,45,S
4271,39299,39332,33,N
4275,39317,39332,15,S
4277,39328,39334,6,N
4281,39349,39350,1,S
4282,39357,39358,1,N
4279,39338,39376,38,E
4278,39332,39376,44,W
4283,39357,39378,21,E
4280,39348,39378,30,W
4285,39376,39380,4,E
4284,39364,39380,16,W
4286,39380,39382,2,W
4289,39395,39396,1,E
4290,39396,39396,0,W
4291,39412,39412,0,W
4293,39414,39414,0,E
4295,39428,39428,0,W
4296,39433,39434,1,E
4288,39386,39436,50,N
4287,39381,39436,55,S
4294,39415,39438,23,N
4292,39413,39438,25,S
4297,39444,39444,0,N
4299,39445,39446,1,S
4303,39473,39474,1,N
4305,39477,39478,1,S
4300,39452,39480,28,E
4298,39444,39480,36,W
4302,39471,39482,11,E
4301,39460,39482,22,W
4304,39476,39484,8,W
4306,39490,39490,0,E
4307,39492,39492,0,W
4309,39508,39508,0,W
4311,39509,39510,1,E
4312,39524,39524,0,W
4313,39528,39528,0,E
4308,39502,39540,38,N
4310,39509,39540,31,S
4314,39531,39542,11,N
4316,39541,39542,1,S
4319,39560,39560,0,N
4322,39573,39574,1,S
4317,39547,39586,39,E
4315,39540,39586,46,W
4320,39566,39588,22,E
4318,39556,39588,32,W
4323,39585,39590,5,E
4321,39572,39590,18,W
4324,39588,39592,4,W
4326,39604,39604,0,E
4327,39604,39604,0,W
4330,39619,39620,1,W
4331,39622,39622,0,E
4332,39634,39634,0,W
4334,39640,39640,0,E
4325,39589,39646,57,N
4328,39605,39646,41,S
4329,39618,39648,30,N
4333,39635,39648,13,S
4335,39646,39650,4,N
4339,39665,39666,1,S
4340,39674,39674,0,N
4337,39658,39690,32,E
4336,39649,39690,41,W
4341,39676,39692,16,E
4338,39664,39692,28,W
4343,39694,39694,0,E
4342,39679,39694,15,W
4344,39694,39696,2,W
4347,39709,39710,1,W
4348,39712,39712,0,E
4349,39724,39724,0,W
4352,39730,39730,0,E
4353,39739,39740,1,W
4354,39748,39748,0,E
4346,39702,39750,48,N
4345,39695,39750,55,S
4351,39730,39752,22,N
4350,39725,39752,27,S
4356,39755,39756,1,S
4357,39758,39758,0,N
4363,39786,39786,0,N
4362,39785,39786,1,S
4358,39766,39796,30,E
4355,39754,39796,42,W
4360,39784,39798,14,E
4359,39769,39798,29,W
4361,39784,39800,16,W
4365,39802,39802,0,E
4364,39799,39802,3,W
4367,39814,39814,0,W
4369,39820,39820,0,E
4370,39829,39830,1,W
4371,39838,39838,0,E
4373,39844,39844,0,W
4366,39814,39856,42,N
4368,39815,39856,41,S
4372,39842,39858,16,N
4374,39845,39858,13,S
4377,39870,39870,0,N
4380,39875,39876,1,S
4383,39898,39898,0,N
4375,39856,39900,44,E
4376,39859,39900,41,W
4378,39874,39902,28,E
4379,39874,39902,28,W
4382,39892,39904,12,E
4381,39889,39904,15,W
4384,39904,39906,2,W
4386,39910,39910,0,E
4387,39919,39920,1,W
4389,39928,39928,0,E
4390,39934,39934,0,W
4392,39946,39946,0,E
4393,39949,39950,1,W
4388,39926,39960,34,N
4385,39905,39960,55,S
4394,39954,39962,8,N
4391,39935,39962,27,S
4397,39965,39966,1,S
4399,39982,39982,0,N
4402,39995,39996,1,S
4395,39964,40006,42,E
4396,39964,40006,42,W
4400,39982,40008,26,E
4398,39979,40008,29,W
4403,40000,40010,10,E
4401,39994,40010,16,W
4404,40009,40012,3,W
4406,40018,40018,0,E
4407,40024,40024,0,W
4409,40036,40036,0,E
4411,40039,40040,1,W
4412,40054,40054,0,E
4413,40054,40054,0,W
4405,40010,40066,56,N
4408,40025,40066,41,S
4410,40038,40068,30,N
4414,40055,40068,13,S
4415,40066,40070,4,N
4419,40085,40086,1,S
4421,40094,40094,0,N
4417,40072,40110,38,E
4416,40069,40110,41,W
4420,40090,40112,22,E
4418,40084,40112,28,W
4423,40108,40114,6,E
4422,40099,40114,15,W
4424,40114,40116,2,W
4427,40126,40126,0,E
4428,40129,40130,1,W
4429,40144,40144,0,E
4430,40144,40144,0,W
4433,40159,40160,1,W
4434,40162,40162,0,E
4426,40122,40170,48,N
4425,40115,40170,55,S
4432,40150,40172,22,N
4431,40145,40172,27,S
4436,40175,40176,1,S
4437,40178,40178,0,N
4443,40206,40206,0,N
4442,40205,40206,1,S
4438,40180,40216,36,E
4435,40174,40216,42,W
4440,40198,40218,20,E
4439,40189,40218,29,W
4444,40216,40220,4,E
4441,40204,40220,16,W
4445,40219,40222,3,W
4447,40234,40234,0,E
4448,40234,40234,0,W
4450,40249,40250,1,W
4451,40252,40252,0,E
4453,40264,40264,0,W
4455,40270,40270,0,E
4446,40234,40276,42,N
4449,40235,40276,41,S
4452,40262,40278,16,N
4454,40265,40278,13,S
4458,40290,40290,0,N
4460,40295,40296,1,S
4463,40318,40318,0,N
4457,40288,40320,32,E
4456,40279,40320,41,W
4461,40306,40322,16,E
4459,40294,40322,28,W
4464,40324,40324,0,E
4462,40309,40324,15,W
4465,40324,40326,2,W
4467,40339,40340,1,W
4468,40342,40342,0,E
4470,40354,40354,0,W
4472,40360,40360,0,E
4473,40369,40370,1,W
4475,40378,40378,0,E
4469,40346,40380,34,N
4466,40325,40380,55,S
4474,40374,40382,8,N
4471,40355,40382,27,S
4477,40385,40386,1,S
4480,40402,40402,0,N
4483,40415,40416,1,S
4478,40396,40426,30,E
4476,40384,40426,42,W
4481,40414,40428,14,E
4479,40399,40428,29,W
4482,40414,40430,16,W
4486,40432,40432,0,E
4484,40429,40432,3,W
4487,40444,40444,0,W
4489,40450,40450,0,E
4491,40459,40460,1,W
4492,40468,40468,0,E
4493,40474,40474,0,W
4485,40430,40486,56,N
4488,40445,40486,41,S
4490,40458,40488,30,N
4494,40475,40488,13,S
4495,40486,40490,4,N
4500,40505,40506,1,S
4501,40514,40514,0,N
4496,40486,40530,44,E
4497,40489,40530,41,W
4498,40504,40532,28,E
4499,40504,40532,28,W
4503,40522,40534,12,E
4502,40519,40534,15,W
4504,40534,40536,2,W
4506,40540,40540,0,E
4508,40549,40550,1,W
4509,40558,40558,0,E
4510,40564,40564,0,W
4513,40576,40576,0,E
4514,40579,40580,1,W
4507,40542,40590,48,N
4505,40535,40590,55,S
4512,40570,40592,22,N
4511,40565,40592,27,S
4517,40595,40596,1,S
4518,40598,40598,0,N
4523,40626,40626,0,N
4522,40625,40626,1,S
4515,40594,40636,42,E
4516,40594,40636,42,W
4520,40612,40638,26,E
4519,40609,40638,29,W
4524,40630,40640,10,E
4521,40624,40640,16,W
4525,40639,40642,3,W
4526,40648,40648,0,E
4528,40654,40654,0,W
4530,40666,40666,0,E
4531,40669,40670,1,W
4533,40684,40684,0,E
4534,40684,40684,0,W
4527,40654,40696,42,N
4529,40655,40696,41,S
4532,40682,40698,16,N
4535,40685,40698,13,S
4538,40710,40710,0,N
4540,40715,40716,1,S
4543,40738,40738,0,N
4537,40702,40740,38,E
4536,40699,40740,41,W
4541,40720,40742,22,E
4539,40714,40742,28,W
4544,40738,40744,6,E
4542,40729,40744,15,W
4545,40744,40746,2,W
4547,40756,40756,0,E
4548,40759,40760,1,W
4550,40774,40774,0,E
4551,40774,40774,0,W
4553,40789,40790,1,W
4554,40792,40792,0,E
4549,40766,40800,34,N
4546,40745,40800,55,S
4555,40794,40802,8,N
4552,40775,40802,27,S
4557,40805,40806,1,S
4560,40822,40822,0,N
4563,40835,40836,1,S
4558,40810,40846,36,E
4556,40804,40846,42,W
4561,40828,40848,20,E
4559,40819,40848,29,W
4564,40846,40850,4,E
4562,40834,40850,16,W
4565,40849,40852,3,W
4567,40864,40864,0,E
4568,40864,40864,0,W
4571,40879,40880,1,W
4572,40882,40882,0,E
4573,40894,40894,0,W
4575,40900,40900,0,E
4566,40850,40906,56,N
4569,40865,40906,41,S
4570,40878,40908,30,N
4574,40895,40908,13,S
4576,40906,40910,4,N
4580,40925,40926,1,S
4581,40934,40934,0,N
4578,40918,40950,32,E
4577,40909,40950,41,W
4582,40936,40952,16,E
4579,40924,40952,28,W
4584,40954,40954,0,E
4583,40939,40954,15,W
4585,40954,40956,2,W
4588,40969,40970,1,W
4589,40972,40972,0,E
4590,40984,40984,0,W
4593,40990,40990,0,E
4594,40999,41000,1,W
4595,41008,41008,0,E
4587,40962,41010,48,N
4586,40955,41010,55,S
4592,40990,41012,22,N
4591,40985,41012,27,S
4597,41015,41016,1,S
4598,41018,41018,0,N
4604,41046,41046,0,N
4603,41045,41046,1,S
4599,41026,41056,30,E
4596,41014,41056,42,W
4601,41044,41058,14,E
4600,41029,41058,29,W
4602,41044,41060,16,W
4606,41062,41062,0,E
4605,41059,41062,3,W
4608,41074,41074,0,W
4610,41080,41080,0,E
4611,41089,41090,1,W
4612,41098,41098,0,E
4614,41104,41104,0,W
4607,41074,41116,42,N
4609,41075,41116,41,S
4613,41102,41118,16,N
4615,41105,41118,13,S
4618,41130,41130,0,N
4621,41135,41136,1,S
4624,41158,41158,0,N
4616,41116,41160,44,E
4617,41119,41160,41,W
4619,41134,41162,28,E
4620,41134,41162,28,W
4623,41152,41164,12,E
4622,41149,41164,15,W
4625,41164,41166,2,W
4627,41170,41170,0,E
4628,41179,41180,1,W
4630,41188,41188,0,E
4631,41194,41194,0,W
4633,41206,41206,0,E
4634,41209,41210,1,W
4629,41186,41220,34,N
4626,41165,41220,55,S
4635,41214,41222,8,N
4632,41195,41222,27,S
4638,41225,41226,1,S
4640,41242,41242,0,N
4643,41255,41256,1,S
4636,41224,41266,42,E
4637,41224,41266,42,W
4641,41242,41268,26,E
4639,41239,41268,29,W
4644,41260,41270,10,E
4642,41254,41270,16,W
4645,41269,41272,3,W
4647,41278,41278,0,E
4648,41284,41284,0,W
4650,41296,41296,0,E
4652,41299,41300,1,W
4653,41314,41314,0,E
4654,41314,41314,0,W
4646,41270,41326,56,N
4649,41285,41326,41,S
4651,41298,41328,30,N
4655,41315,41328,13,S
4656,41326,41330,4,N
4660,41345,41346,1,S
4662,41354,41354,0,N
4658,41332,41370,38,E
4657,41329,41370,41,W
4661,41350,41372,22,E
4659,41344,41372,28,W
4664,41368,41374,6,E
4663,41359,41374,15,W
4665,41374,41376,2,W
4668,41386,41386,0,E
4669,41389,41390,1,W
4670,41404,41404,0,E
4671,41404,41404,0,W
4674,41419,41420,1,W
4675,41422,41422,0,E
4667,41382,41430,48,N
4666,41375,41430,55,S
4673,41410,41432,22,N
4672,41405,41432,27,S
4677,41435,41436,1,S
4678,41438,41438,0,N
4684,41466,41466,0,N
4683,41465,41466,1,S
4679,41440,41476,36,E
4676,41434,41476,42,W
4681,41458,41478,20,E
4680,41449,41478,29,W
4685,41476,41480,4,E
4682,41464,41480,16,W
4686,41479,41482,3,W
4688,41494,41494,0,E
4689,41494,41494,0,W
4691,41509,41510,1,W
4692,41512,41512,0,E
4694,41524,41524,0,W
4696,41530,41530,0,E
4687,41494,41536,42,N
4690,41495,41536,41,S
4693,41522,41538,16,N
4695,41525,41538,13,S
4699,41550,41550,0,N
4701,41555,41556,1,S
4704,41578,41578,0,N
4698,41548,41580,32,E
4697,41539,41580,41,W
4702,41566,41582,16,E
4700,41554,41582,28,W
4705,41584,41584,0,E
4703,41569,41584,15,W
4706,41584,41586,2,W
4708,41599,41600,1,W
4709,41602,41602,0,E
4711,41614,41614,0,W
4713,41620,41620,0,E
4714,41629,41630,1,W
4716,41638,41638,0,E
4710,41606,41640,34,N
4707,41585,41640,55,S
4715,41634,41642,8,N
4712,41615,41642,27,S
4718,41645,41646,1,S
4721,41662,41662,0,N
4724,41675,41676,1,S
4719,41656,41686,30,E
4717,41644,41686,42,W
4722,41674,41688,14,E
4720,41659,41688,29,W
4723,41674,41690,16,W
4727,41692,41692,0,E
4725,41689,41692,3,W
4728,41704,41704,0,W
4730,41710,41710,0,E
4732,41719,41720,1,W
4733,41728,41728,0,E
4734,41734,41734,0,W
4726,41690,41746,56,N
4729,41705,41746,41,S
4731,41718,41748,30,N
4735,41735,41748,13,S
4736,41746,41750,4,N
4741,41765,41766,1,S
4742,41774,41774,0,N
4737,41746,41790,44,E
4738,41749,41790,41,W
4739,41764,41792,28,E
4740,41764,41792,28,W
4744,41782,41794,12,E
4743,41779,41794,15,W
4745,41794,41796,2,W
4747,41800,41800,0,E
4749,41809,41810,1,W
4750,41818,41818,0,E
4751,41824,41824,0,W
4754,41836,41836,0,E
4755,41839,41840,1,W
4748,41802,41850,48,N
4746,41795,41850,55,S
4753,41830,41852,22,N
4752,41825,41852,27,S
4758,41855,41856,1,S
4759,41858,41858,0,N
4764,41886,41886,0,N
4763,41885,41886,1,S
4756,41854,41896,42,E
4757,41854,41896,42,W
4761,41872,41898,26,E
4760,41869,41898,29,W
4765,41890,41900,10,E
4762,41884,41900,16,W
4766,41899,41902,3,W
4767,41908,41908,0,E
4769,41914,41914,0,W
4771,41926,41926,0,E
4772,41929,41930,1,W
4774,41944,41944,0,E
4775,41944,41944,0,W
4768,41914,41956,42,N
4770,41915,41956,41,S
4773,41942,41958,16,N
4776,41945,41958,13,S
4779,41970,41970,0,N
4781,41975,41976,1,S
4784,41998,41998,0,N
4778,41962,42000,38,E
4777,41959,42000,41,W
4782,41980,42002,22,E
4780,41974,42002,28,W
4785,41998,42004,6,E
4783,41989,42004,15,W
4786,42004,42006,2,W
4788,42016,42016,0,E
4789,42019,42020,1,W
4791,42034,42034,0,E
4792,42034,42034,0,W
4794,42049,42050,1,W
4795,42052,42052,0,E
4790,42026,42060,34,N
4787,42005,42060,55,S
4796,42054,42062,8,N
4793,42035,42062,27,S
4798,42065,42066,1,S
4801,42082,42082,0,N
4804,42095,42096,1,S
4799,42070,42106,36,E
4797,42064,42106,42,W
4802,42088,42108,20,E
4800,42079,42108,29,W
4805,42106,42110,4,E
4803,42094,42110,16,W
4806,42109,42112,3,W
4808,42124,42124,0,E
4809,42124,42124,0,W
4812,42139,42140,1,W
4813,42142,42142,0,E
4814,42154,42154,0,W
4816,42160,42160,0,E
4807,42110,42166,56,N
4810,42125,42166,41,S
4811,42138,42168,30,N
4815,42155,42168,13,S
4817,42166,42170,4,N
4821,42185,42186,1,S
4822,42194,42194,0,N
4819,42178,42210,32,E
4818,42169,42210,41,W
4823,42196,42212,16,E
4820,42184,42212,28,W
4825,42214,42214,0,E
4824,42199,42214,15,W
4826,42214,42216,2,W
4829,42229,42230,1,W
4830,42232,42232,0,E
4831,42244,42244,0,W
4834,42250,42250,0,E
4835,42259,42260,1,W
4836,42268,42268,0,E
4828,42222,42270,48,N
4827,42215,42270,55,S
4833,42250,42272,22,N
4832,42245,42272,27,S
4838,42275,42276,1,S
4839,42278,42278,0,N
4845,42306,42306,0,N
4844,42305,42306,1,S
4840,42286,42316,30,E
4837,42274,42316,42,W
4842,42304,42318,14,E
4841,42289,42318,29,W
4843,42304,42320,16,W
4847,42322,42322,0,E
4846,42319,42322,3,W
4849,42334,42334,0,W
4851,42340,42340,0,E
4852,42349,42350,1,W
4853,42358,42358,0,E
4855,42364,42364,0,W
4848,42334,42376,42,N
